Animal_ID,Rack,Tank,DOB,Cohort,Environmental_Condition,Sex,Lineage,Transgenic_Line,Experimental_Holds,Species,Protocol_Number,Experimental_History,RFID,Date_of_Terra,Date_of_Reaqua,Diet
SAL_352,Rack 6,B1,,,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_353,Rack 6,B1,,,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_354,Rack 6,B1,,,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_355,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_356,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_357,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_358,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_359,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_360,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_361,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_362,Rack 6,B2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_363,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_364,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_365,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_366,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_367,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_368,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_369,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_370,Rack 6,B3,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_371,Rack 6,B4,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_372,Rack 6,B4,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_373,Rack 6,B4,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_374,Rack 6,B4,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_375,Rack 6,B4,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_376,Rack 6,B4,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_377,Rack 6,B5,11/24/23 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,AABF2564,,,,,
SAL_378,Rack 6,B5,11/24/23 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,AABF2564,,,,,
SAL_379,Rack 6,B5,11/24/23 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,AABF2564,,,,,
SAL_380,Rack 6,B5,11/24/23 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,AABF2564,,,,,
SAL_381,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_382,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_383,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_384,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_385,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_386,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_387,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_388,Rack 6,C1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_389,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_390,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_391,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_392,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_393,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_394,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_395,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_396,Rack 6,C2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_397,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_398,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_399,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_400,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_401,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_402,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_403,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_404,Rack 6,C3,11/24/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_405,Rack 6,C4,4/15/24 0:00,,Aquatic,Unknown,,WT,AD,Pleurodeles waltl,AABF2564,Ad pbase ,,,,
SAL_406,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_407,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_408,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_409,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_410,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_411,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_412,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_413,Rack 6,D1,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_414,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_415,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_416,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_417,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_418,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_419,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_420,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_421,Rack 6,D2,11/24/23 0:00,,Aquatic,Unknown,F1,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_422,Rack 6,B1,12/9/23 0:00,Fake,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_423,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_424,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_425,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_426,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_427,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_428,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_429,Rack 6,D3,12/9/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_430,Rack 6,D4,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_431,Rack 6,D4,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_432,Rack 6,D4,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_433,Rack 6,D4,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_434,Rack 6,D4,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_435,Rack 6,D4,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_436,Rack 6,D5,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_437,Rack 6,D5,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_438,Rack 6,D5,11/24/23 0:00,Viral,Aquatic,Unknown,,WT,LX,Pleurodeles waltl,AABL1550,LX PHPeB CAG G8s Viral,,,,
SAL_439,Rack 8,A1,12/18/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG ,,,,
SAL_440,Rack 8,A1,12/18/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG ,,,,
SAL_441,Rack 8,A1,12/18/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG ,,,,
SAL_442,Rack 8,A1,12/18/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG ,,,,
SAL_443,Rack 8,A5,12/9/23 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG ,,,,
SAL_444,Rack 8,B1,12/9/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_445,Rack 8,B1,12/9/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_446,Rack 8,B1,12/9/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_447,Rack 8,B1,12/9/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_448,Rack 8,B1,12/9/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_449,Rack 8,B2,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_450,Rack 8,B2,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_451,Rack 8,B2,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_452,Rack 8,B2,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_453,Rack 8,B2,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,
SAL_454,Rack 8,D3,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,Gummy Schedule
SAL_455,Rack 8,D3,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,Gummy Schedule
SAL_456,Rack 8,D3,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,Gummy Schedule
SAL_457,Rack 8,D3,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,Gummy Schedule
SAL_458,Rack 8,D3,11/24/23 0:00,,Aquatic,Unknown,,WT,JW AMMM histology,Pleurodeles waltl,AABL1550,,,,,Gummy Schedule
SAL_459,Rack 2,B4,11/24/23 0:00,Fake,Aquatic,Unknown,,WT,DNE fake placeholder,Pleurodeles waltl,AABL1550,,,,,Gummy Schedule
SAL_460,Rack 9,C1,4/15/24 0:00,,Aquatic,Unknown,,WT,AOG ,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_461,Rack 11,C3,5/17/24 0:00,Terra V,Terrestrial,Unknown,,WT,AMMM TGZ Edu,Pleurodeles waltl,AABL1550,Edu,,5/4/25,,Gummy Schedule
SAL_462,Rack 11,C3,5/17/24 0:00,Terra V,Terrestrial,Unknown,,WT,AMMM TGZ Edu,Pleurodeles waltl,AABL1550,Edu,,5/4/25,,Gummy Schedule
SAL_463,Rack 11,C3,5/17/24 0:00,Terra V,Terrestrial,Unknown,,WT,AMMM TGZ Edu,Pleurodeles waltl,AABL1550,Edu,,5/4/25,,Gummy Schedule
SAL_464,Rack 8,C1,5/17/24 0:00,EdU,Aquatic,Unknown,,WT,AMMM TGZ Edu,Pleurodeles waltl,AABL1550,Edu,,,,
SAL_465,Rack 8,C1,5/17/24 0:00,EdU,Aquatic,Unknown,,WT,AMMM TGZ Edu,Pleurodeles waltl,AABL1550,Edu,,,,
SAL_466,Rack 8,C1,5/17/24 0:00,EdU,Aquatic,Unknown,,WT,AMMM TGZ Edu,Pleurodeles waltl,AABL1550,Edu,,,,
SAL_467,Rack 4,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_468,Rack 4,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_469,Rack 4,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_470,Rack 4,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_471,Rack 4,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_472,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_473,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_474,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_475,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_476,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_477,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_478,Rack 4,C1,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_479,Rack 4,D1,5/17/24 0:00,,Aquatic,Unknown,,WT,AOG Adult neuro,Pleurodeles waltl,AABI2617,,,,,
SAL_480,Rack 4,D1,5/17/24 0:00,,Aquatic,Unknown,,WT,AOG Adult neuro,Pleurodeles waltl,AABI2617,,,,,
SAL_481,Rack 4,D1,5/17/24 0:00,,Aquatic,Unknown,,WT,AOG Adult neuro,Pleurodeles waltl,AABI2617,,,,,
SAL_482,Rack 4,D1,5/17/24 0:00,,Aquatic,Unknown,,WT,AOG Adult neuro,Pleurodeles waltl,AABI2617,,,,,
SAL_483,Rack 4,D1,5/17/24 0:00,,Aquatic,Unknown,,WT,AOG Adult neuro,Pleurodeles waltl,AABI2617,,,,,
SAL_484,Rack 4,D1,5/17/24 0:00,,Aquatic,Unknown,,WT,AOG Adult neuro,Pleurodeles waltl,AABI2617,,,,,
SAL_485,Rack 8,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,AMMM TGZ,Pleurodeles waltl,AABL1550,,,,,
SAL_486,Rack 11,C4,5/17/24 0:00,Terra W,Terrestrial,Unknown,,WT,AMMM TGZ,Pleurodeles waltl,AABL1550,,,5/5/25,,Gummy Schedule
SAL_487,Rack 11,C4,5/17/24 0:00,Terra W,Terrestrial,Unknown,,WT,AMMM TGZ,Pleurodeles waltl,AABL1550,,,5/5/25,,Gummy Schedule
SAL_488,Rack 11,C4,5/17/24 0:00,Terra W,Terrestrial,Unknown,,WT,AMMM TGZ,Pleurodeles waltl,AABL1550,,,5/5/25,,Gummy Schedule
SAL_489,Rack 8,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,AMMM TGZ,Pleurodeles waltl,AABL1550,,,,,
SAL_490,Rack 8,B3,5/17/24 0:00,,Aquatic,Unknown,,WT,AMMM TGZ,Pleurodeles waltl,AABL1550,,,,,
SAL_491,Rack 2,B4,5/17/24 0:00,Fake,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_492,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_493,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_494,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_495,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_496,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_497,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_498,Rack 5,A4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_499,Rack 9,C3,5/17/24 0:00,,Aquatic,Unknown,,WT,Priority to use ,Pleurodeles waltl,AABF2564,Slow growers,,,,
SAL_500,Rack 9,C3,5/17/24 0:00,,Aquatic,Unknown,,WT,Priority to use ,Pleurodeles waltl,AABF2564,Slow growers,,,,
SAL_501,Rack 9,C3,5/17/24 0:00,,Aquatic,Unknown,,WT,Priority to use ,Pleurodeles waltl,AABF2564,Slow growers,,,,
SAL_502,Rack 9,C3,5/17/24 0:00,,Aquatic,Unknown,,WT,Priority to use ,Pleurodeles waltl,AABF2564,Slow growers,,,,
SAL_503,Rack 9,C4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_504,Rack 9,C4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_505,Rack 9,C4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_506,Rack 9,C4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_507,Rack 9,C4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_508,Rack 9,C4,5/17/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_509,Rack 1,A1,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_510,Rack 1,A1,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_511,Rack 1,A1,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_512,Rack 1,A1,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_513,Rack 1,A1,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_514,Rack 1,A1,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_515,Rack 1,A2,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_516,Rack 1,A2,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_517,Rack 1,A2,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_518,Rack 1,A2,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_519,Rack 1,A2,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_520,Rack 1,A3,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_521,Rack 1,A3,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_522,Rack 1,A3,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_523,Rack 1,A3,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_524,Rack 1,A3,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_525,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_526,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_527,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_528,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_529,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_530,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_531,Rack 1,A4,7/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_532,Rack 1,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_533,Rack 1,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_534,Rack 1,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_535,Rack 1,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_536,Rack 1,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_537,Rack 1,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
