Animal_ID,Protocol_Number,Rack,Tank,DOB,Cohort,Environmental_Condition,Sex,Lineage,Transgenic_Line,Experimental_Holds,Species,Experimental_History,RFID,Date_of_Terra,Date_of_Reaqua,Diet
SAL_549,AABL1550,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_550,AABL1550,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_551,AABL1550,Rack 1,C2,8/1/23 0:00,,Aquatic,Unknown,Sweden,mDlx-ChR2,,Pleurodeles waltl,Metro treatment 1/16/26-2/6/26,,,,
SAL_553,AABF2564,Rack 1,C1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 1/16/26-2/6/26,,,,
SAL_554,AABF2564,Rack 1,C1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 1/16/26-2/6/26,,,,
SAL_555,AABF2564,Rack 1,C1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 1/16/26-2/6/26,,,,
SAL_557,AABL1550,Rack 11,C2,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,,,10/29/24 0:00,,
SAL_562,AABL1550,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29-25,,,,
SAL_563,AABL1550,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29-25,,,,
SAL_564,AABL1550,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29-25,,,,
SAL_565,AABF2564,Rack 6,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_566,AABL1550,Rack 1,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_567,AABL1550,Rack 1,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_568,AABL1550,Rack 1,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_573,AABL1550,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,DOB 2021/07 - 2023/09,,,,
SAL_574,AABL1550,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_577,AABL1550,Rack 7,B4,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,"""WT"" fecal samples as healthy animals to ICM",,,,
SAL_578,AABL1550,Rack 7,B4,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,"""WT"" fecal samples as healthy animals to ICM",,,,
SAL_579,AABF2564,Rack 7,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP, ,Pleurodeles waltl,,,,,
SAL_580,AABF2564,Rack 7,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP, ,Pleurodeles waltl,,,,,
SAL_581,AABF2564,Rack 7,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP, ,Pleurodeles waltl,,,,,
SAL_582,AABF2564,Rack 1,B1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment Jan 2025,,,,
SAL_583,AABF2564,Rack 7,B3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_584,AABF2564,Rack 7,B3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 12/8/25-12/29/25,,,,
SAL_586,AABF2564,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,,,,,
SAL_587,AABF2564,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,,,,,
SAL_588,AABF2564,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,,,,,
SAL_590,AABF2564,Rack 1,B1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,,,,,
SAL_591,AABF2564,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,,,,,
SAL_593,AABF2564,Rack 1,B1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,,,,,
SAL_594,AABF2564,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 11/19/25-12/8/25,,,,
SAL_595,AABF2564,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,Metro treatment 11/19/25-12/8/25,,,,
SAL_596,AABF2564,Rack 13 - Off,A2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,Missing as of 01/2026; card also gone,Pleurodeles waltl,GG sacc'd november 2025,,,,
SAL_601,AABF2564,Rack 6,C3,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,,,,,
SAL_602,AABF2564,Rack 6,C3,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,,,,,
SAL_606,AABL1550,Rack 4,D2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,Viral PHPeB G6s NJC,,,,
SAL_607,AABL1550,Rack 4,D2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,Viral PHPeB G6s NJC,,,,
SAL_608,AABL1550,Rack 4,D2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,Viral PHPeB G6s NJC,,,,
SAL_609,AABL1550,Rack 4,D2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,Viral PHPeB G6s NJC,,,,
SAL_610,AABL1550,Rack 4,D2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,Viral PHPeB G6s NJC,,,,
SAL_618,AABL1550,Rack 2,B4,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_619,AABL1550,Rack 2,B4,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_620,AABL1550,Rack 2,B4,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_621,AABL1550,Rack 2,B4,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_623,AABL1550,Rack 2,B4,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_624,AABL1550,Rack 2,C2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_625,AABL1550,Rack 2,C2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_626,AABL1550,Rack 2,C2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_627,AABL1550,Rack 2,C2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_628,AABL1550,Rack 2,C2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,TS PHPeB GCaMP,,,,
SAL_642,AABL1550,Rack 4,D1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,DREADD/PHPeB G6s TS,,,,
SAL_643,AABL1550,Rack 4,D1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,DREADD/PHPeB G6s TS,,,,
SAL_655,AABF2564,Rack 2,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_656,AABF2564,Rack 2,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_657,AABF2564,Rack 2,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_659,AABF2564,Rack 4,B5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_660,AABF2564,Rack 4,B5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_661,AABF2564,Rack 4,B5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_662,AABF2564,Rack 4,B5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_664,AABF2564,Rack 2,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,34dpi edu/brdu,,,,
SAL_665,AABF2564,Rack 2,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,34dpi edu/brdu,,,,
SAL_666,AABF2564,Rack 2,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,34dpi edu/brdu,,,,
SAL_667,AABF2564,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_668,AABF2564,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_669,AABF2564,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_670,AABF2564,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_671,AABF2564,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_672,AABF2564,Rack 13 - Off,A2,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_674,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_675,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_677,AABF2564,Rack 13 - Off,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_678,AABF2564,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_681,AABF2564,Rack 13 - Off,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_682,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_683,AABF2564,Rack 2,C5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_684,AABF2564,Rack 2,C5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_685,AABF2564,Rack 2,C5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_686,AABF2564,Rack 2,C5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_687,AABF2564,Rack 2,C5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_688,AABF2564,Rack 2,C5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_695,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_696,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_698,AABF2564,Rack 2,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,34dpi edu/brdu,,,,
SAL_699,AABF2564,Rack 4,A4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_700,AABF2564,Rack 4,A4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_701,AABF2564,Rack 4,A4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_702,AABF2564,Rack 13 - Off,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_704,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_705,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_706,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_707,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_708,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_709,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_710,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_711,AABF2564,Rack 4,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_712,AABF2564,Rack 4,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_713,AABF2564,Rack 4,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_714,AABF2564,Rack 4,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_715,AABF2564,Rack 4,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_718,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_719,AABF2564,Rack 2,D4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_720,AABF2564,Rack 2,D4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_721,AABF2564,Rack 2,D4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_722,AABF2564,Rack 2,D4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_723,AABF2564,Rack 2,D4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_724,AABF2564,Rack 2,D4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_725,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_726,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_727,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_728,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_729,AABF2564,Rack 4,D3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_732,AABF2564,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_733,AABF2564,Rack 13 - Off,A1,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_734,AABF2564,Rack 9,A1,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_735,AABF2564,Rack 4,A3,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_736,AABF2564,Rack 4,A3,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_737,AABF2564,Rack 4,A3,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_738,AABF2564,Rack 4,A3,1/3/25 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_739,AABF2564,Rack 4,B1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_742,AABF2564,Rack 8,A4,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_745,AABF2564,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_746,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_747,AABF2564,Rack 2,C4,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_749,AABF2564,Rack 8,A4,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_750,AABF2564,Rack 8,A4,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_753,AABF2564,Rack 8,A4,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_754,AABF2564,Rack 8,A4,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_755,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_756,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_757,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_758,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_759,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_760,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_761,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_762,AABF2564,Rack 4,A5,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_763,AABF2564,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_764,AABF2564,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_765,AABF2564,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_768,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_770,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_771,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,PxW,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_772,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_773,AABF2564,Rack 4,B5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_775,AABF2564,Rack 4,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_776,AABF2564,Rack 2,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_777,AABF2564,Rack 2,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_778,AABF2564,Rack 2,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_779,AABF2564,Rack 2,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_780,AABF2564,Rack 13 - Off,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_781,AABF2564,Rack 2,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_787,AABF2564,Rack 8,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_788,AABF2564,Rack 8,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_789,AABF2564,Rack 8,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_790,AABF2564,Rack 11,C1,1/3/25 0:00,Terra T,Terrestrial,Unknown,,WT,,Pleurodeles waltl,,,12/18/25,,Gummy Schedule
SAL_791,AABF2564,Rack 11,C1,1/3/25 0:00,Terra T,Terrestrial,Unknown,,WT,,Pleurodeles waltl,,,12/18/25,,Gummy Schedule
SAL_792,AABF2564,Rack 11,C1,1/3/25 0:00,Terra T,Terrestrial,Unknown,,WT,,Pleurodeles waltl,,,12/18/25,,Gummy Schedule
SAL_793,AABF2564,Rack 11,C1,1/3/25 0:00,Terra T,Terrestrial,Unknown,,WT,,Pleurodeles waltl,,,12/18/25,,Gummy Schedule
SAL_794,AABF2564,Rack 11,C1,1/3/25 0:00,Terra T,Terrestrial,Unknown,,WT,,Pleurodeles waltl,,,12/18/25,,Gummy Schedule
SAL_795,AABF2564,Rack 13 - Off,A2,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_796,AABF2564,Rack 11,C1,1/3/25 0:00,Terra T,Terrestrial,Unknown,,WT,,Pleurodeles waltl,,,12/18/25,,Gummy Schedule
SAL_797,AABF2564,Rack 4,C1,1/3/25 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,,,,,
SAL_798,AABF2564,Rack 6,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_799,AABF2564,Rack 6,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_800,AABF2564,Rack 6,B3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_801,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_802,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_803,AABF2564,Rack 4,C1,1/3/25 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,,,,,
SAL_804,AABF2564,Rack 4,C1,1/3/25 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,,,,,
SAL_805,AABF2564,Rack 4,C1,1/3/25 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,,,,,
SAL_806,AABF2564,Rack 4,C1,1/3/25 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,,,,,
SAL_807,AABF2564,Rack 4,C1,1/3/25 0:00,,Aquatic,Unknown,,WT,Breeding,Pleurodeles waltl,,,,,
SAL_808,AABF2564,Rack 4,A3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_809,AABF2564,Rack 4,A3,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_810,AABF2564,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_811,AABF2564,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_812,AABF2564,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_815,AABF2564,Rack 2,D5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_816,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_817,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_818,AABF2564,Rack 5,A4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_819,AABF2564,Rack 5,A4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_820,AABF2564,Rack 5,A4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_821,AABF2564,Rack 5,A4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_822,AABF2564,Rack 9,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_823,AABF2564,Rack 9,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_824,AABF2564,Rack 4,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_825,AABF2564,Rack 4,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_830,AABF2564,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_831,AABF2564,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_832,AABF2564,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
